Sales,Traffic,Transactions,Conversion,Passersby,Capture Rate,datetime
398426,245,81,33,1218,20.115,2022-05-22 13:00:00
344143,287,95,33,1154,24.87,2022-05-22 14:00:00
263718,250,78,31,2243,11.146,2022-05-22 15:00:00
250147,190,60,32,1144,16.608,2022-05-22 16:00:00
162787,128,55,43,1059,12.087,2022-05-22 17:00:00
121684,109,31,28,821,13.277,2022-05-22 18:00:00
101262,72,24,33,547,13.163,2022-05-22 19:00:00
201337,43,12,28,386,11.14,2022-05-22 20:00:00
56229,58,18,31,89,65.169,2022-05-23 10:00:00
101352,61,35,57,238,25.63,2022-05-23 11:00:00
172941,80,31,39,240,33.333,2022-05-23 12:00:00
150363,89,35,39,466,19.099,2022-05-23 13:00:00
157324,84,34,40,347,24.208,2022-05-23 14:00:00
116042,66,32,48,281,23.488,2022-05-23 15:00:00
82914,61,25,41,290,21.035,2022-05-23 16:00:00
31460,28,13,46,259,10.811,2022-05-23 17:00:00
43198,30,12,40,75,40.0,2022-05-23 18:00:00
32874,27,8,30,74,36.487,2022-05-23 19:00:00
10169,20,5,25,66,30.303,2022-05-23 20:00:00
46244,36,15,42,90,40.0,2022-05-24 10:00:00
77433,38,17,45,103,36.893,2022-05-24 11:00:00
156566,73,33,45,105,69.524,2022-05-24 12:00:00
52542,53,18,34,217,24.424,2022-05-24 13:00:00
66091,50,26,52,108,46.296,2022-05-24 14:00:00
74475,45,22,49,92,48.913,2022-05-24 15:00:00
50587,23,13,57,82,28.049,2022-05-24 16:00:00
34046,34,10,29,74,45.946,2022-05-24 17:00:00
12507,25,7,28,74,33.784,2022-05-24 18:00:00
31774,23,9,39,68,33.824,2022-05-24 19:00:00
27292,29,9,31,61,47.541,2022-05-24 20:00:00
52930,48,13,27,98,48.98,2022-05-25 10:00:00
102081,54,20,37,224,24.107,2022-05-25 11:00:00
94141,40,19,48,224,17.857,2022-05-25 12:00:00
115521,60,23,38,237,25.317,2022-05-25 13:00:00
91793,64,30,47,112,57.143,2022-05-25 14:00:00
74360,59,25,42,204,28.922,2022-05-25 15:00:00
111431,56,22,39,209,26.794,2022-05-25 16:00:00
49391,53,25,47,91,58.242,2022-05-25 17:00:00
70897,36,10,28,176,20.455,2022-05-25 18:00:00
18481,36,9,25,76,47.368,2022-05-25 19:00:00
68349,32,15,47,142,22.535,2022-05-25 20:00:00
64576,43,20,47,93,46.237,2022-05-26 10:00:00
97452,39,24,62,192,20.313,2022-05-26 11:00:00
64028,57,25,44,193,29.534,2022-05-26 12:00:00
195143,64,32,50,287,22.3,2022-05-26 13:00:00
249085,62,34,55,314,19.745,2022-05-26 14:00:00
109433,45,28,62,89,50.562,2022-05-26 15:00:00
28499,37,13,35,180,20.556,2022-05-26 16:00:00
49046,31,16,52,84,36.905,2022-05-26 17:00:00
26500,32,11,34,86,37.209,2022-05-26 18:00:00
20861,20,12,60,141,14.184,2022-05-26 19:00:00
24917,12,4,33,71,16.901,2022-05-26 20:00:00
45266,46,19,41,77,59.74,2022-05-27 10:00:00
73410,50,28,56,294,17.007,2022-05-27 11:00:00
85606,64,30,47,213,30.047,2022-05-27 12:00:00
107539,73,36,49,203,35.961,2022-05-27 13:00:00
104193,60,29,48,188,31.915,2022-05-27 14:00:00
128853,64,36,56,248,25.807,2022-05-27 15:00:00
71956,27,21,78,255,10.588,2022-05-27 16:00:00
51834,60,17,28,80,75.0,2022-05-27 17:00:00
12353,36,8,22,238,15.126,2022-05-27 18:00:00
79084,39,17,44,165,23.636,2022-05-27 19:00:00
66979,57,12,21,141,40.426,2022-05-27 20:00:00
325279,127,63,50,146,86.986,2022-05-28 10:00:00
215616,115,50,43,990,11.616,2022-05-28 11:00:00
185952,109,49,45,963,11.319,2022-05-28 12:00:00
258657,169,65,38,911,18.551,2022-05-28 13:00:00
331937,201,72,36,1197,16.792,2022-05-28 14:00:00
318326,262,82,31,1071,24.463,2022-05-28 15:00:00
344311,195,64,33,1397,13.959,2022-05-28 16:00:00
186352,145,51,35,1146,12.653,2022-05-28 17:00:00
177744,136,42,31,1350,10.074,2022-05-28 18:00:00
98856,120,26,22,716,16.76,2022-05-28 19:00:00
173539,89,29,33,474,18.776,2022-05-28 20:00:00
268699,165,63,38,127,129.921,2022-05-29 10:00:00
291286,205,70,34,1026,19.981,2022-05-29 11:00:00
247962,217,63,29,873,24.857,2022-05-29 12:00:00
330201,210,83,40,950,22.105,2022-05-29 13:00:00
335287,284,82,29,1160,24.483,2022-05-29 14:00:00
429494,292,91,31,1314,22.222,2022-05-29 15:00:00
295454,236,77,33,1326,17.798,2022-05-29 16:00:00
164619,151,39,26,1020,14.804,2022-05-29 17:00:00
64221,101,28,28,673,15.007,2022-05-29 18:00:00
92865,92,28,30,625,14.72,2022-05-29 19:00:00
49120,35,9,26,481,7.277,2022-05-29 20:00:00
55452,66,19,29,111,59.46,2022-05-30 10:00:00
150490,85,49,58,271,31.365,2022-05-30 11:00:00
128000,80,33,41,264,30.303,2022-05-30 12:00:00
108668,115,36,31,376,30.585,2022-05-30 13:00:00
136122,106,39,37,502,21.116,2022-05-30 14:00:00
128761,91,37,41,374,24.332,2022-05-30 15:00:00
62036,52,18,35,323,16.099,2022-05-30 16:00:00
49396,29,10,34,175,16.571,2022-05-30 17:00:00
36103,28,11,39,177,15.819,2022-05-30 18:00:00
24218,28,6,21,76,36.842,2022-05-30 19:00:00
20605,16,3,19,155,10.323,2022-05-30 20:00:00
84097,37,18,49,88,42.046,2022-05-31 10:00:00
98304,46,28,61,103,44.66,2022-05-31 11:00:00
106766,48,24,50,244,19.672,2022-05-31 12:00:00
76741,58,23,40,215,26.977,2022-05-31 13:00:00
64370,49,23,47,212,23.113,2022-05-31 14:00:00
64081,41,23,56,215,19.07,2022-05-31 15:00:00
70613,36,16,44,90,40.0,2022-05-31 16:00:00
62728,34,14,41,82,41.463,2022-05-31 17:00:00
53723,34,15,44,171,19.883,2022-05-31 18:00:00
44722,32,11,34,72,44.444,2022-05-31 19:00:00
27023,36,7,19,72,50.0,2022-05-31 20:00:00
41572,49,11,22,99,49.495,2022-06-01 10:00:00
80761,58,28,48,220,26.364,2022-06-01 11:00:00
230960,63,32,51,302,20.861,2022-06-01 12:00:00
33287,51,14,27,228,22.368,2022-06-01 13:00:00
59640,53,21,40,225,23.556,2022-06-01 14:00:00
61382,51,21,41,93,54.839,2022-06-01 15:00:00
26641,44,10,23,169,26.036,2022-06-01 16:00:00
33521,33,15,45,263,12.548,2022-06-01 17:00:00
33994,30,12,40,88,34.091,2022-06-01 18:00:00
47342,30,12,40,83,36.145,2022-06-01 19:00:00
31226,27,10,37,140,19.286,2022-06-01 20:00:00
80728,49,15,31,92,53.261,2022-06-02 10:00:00
111119,52,24,46,225,23.111,2022-06-02 11:00:00
51496,38,19,50,104,36.539,2022-06-02 12:00:00
125204,63,39,62,221,28.507,2022-06-02 13:00:00
44526,31,17,55,349,8.883,2022-06-02 14:00:00
59531,38,24,63,173,21.965,2022-06-02 15:00:00
92692,34,17,50,82,41.463,2022-06-02 16:00:00
52645,28,17,61,74,37.838,2022-06-02 17:00:00
47610,23,12,52,70,32.857,2022-06-02 18:00:00
22076,30,15,50,70,42.857,2022-06-02 19:00:00
6426,14,4,29,68,20.588,2022-06-02 20:00:00
56695,49,18,37,95,51.579,2022-06-03 10:00:00
83856,52,25,48,337,15.43,2022-06-03 11:00:00
146684,59,32,54,239,24.686,2022-06-03 12:00:00
61875,64,30,47,126,50.794,2022-06-03 13:00:00
75735,55,26,47,232,23.707,2022-06-03 14:00:00
87023,52,25,48,235,22.128,2022-06-03 15:00:00
100533,54,22,41,232,23.276,2022-06-03 16:00:00
57009,58,15,26,186,31.183,2022-06-03 17:00:00
115941,62,21,34,298,20.805,2022-06-03 18:00:00
66471,63,19,30,170,37.059,2022-06-03 19:00:00
83536,67,13,19,362,18.508,2022-06-03 20:00:00
246483,158,64,41,136,116.177,2022-06-04 10:00:00
411747,193,86,45,803,24.035,2022-06-04 11:00:00
226058,135,57,42,1016,13.287,2022-06-04 12:00:00
272367,233,71,30,637,36.578,2022-06-04 13:00:00
369879,222,88,40,1191,18.64,2022-06-04 14:00:00
309679,284,76,27,1308,21.713,2022-06-04 15:00:00
268707,190,64,34,1042,18.234,2022-06-04 16:00:00
353625,191,59,31,1307,14.614,2022-06-04 17:00:00
208845,124,42,34,1202,10.316,2022-06-04 18:00:00
112497,116,37,32,572,20.28,2022-06-04 19:00:00
130216,103,24,23,602,17.11,2022-06-04 20:00:00
429252,164,77,47,155,105.807,2022-06-05 10:00:00
519939,266,97,36,1374,19.36,2022-06-05 11:00:00
406230,277,91,33,2153,12.866,2022-06-05 12:00:00
455929,268,87,32,1809,14.815,2022-06-05 13:00:00
467517,315,110,35,2177,14.47,2022-06-05 14:00:00
425988,331,109,33,1709,19.368,2022-06-05 15:00:00
480100,277,97,35,1804,15.355,2022-06-05 16:00:00
247163,193,49,25,1643,11.747,2022-06-05 17:00:00
191678,137,42,31,1164,11.77,2022-06-05 18:00:00
145519,66,29,44,642,10.28,2022-06-05 19:00:00
97439,37,17,46,454,8.15,2022-06-05 20:00:00
69138,45,22,49,95,47.368,2022-06-06 10:00:00
106693,77,27,35,214,35.981,2022-06-06 11:00:00
86399,68,18,26,501,13.573,2022-06-06 12:00:00
121241,73,29,40,633,11.532,2022-06-06 13:00:00
51923,74,16,22,360,20.556,2022-06-06 14:00:00
100959,75,20,27,285,26.316,2022-06-06 15:00:00
124047,64,32,50,381,16.798,2022-06-06 16:00:00
39260,49,17,35,283,17.315,2022-06-06 17:00:00
51064,35,15,43,267,13.109,2022-06-06 18:00:00
40488,40,14,35,82,48.781,2022-06-06 19:00:00
16497,24,9,38,237,10.127,2022-06-06 20:00:00
29002,37,17,46,89,41.573,2022-06-07 10:00:00
127683,66,32,48,98,67.347,2022-06-07 11:00:00
80548,62,26,42,319,19.436,2022-06-07 12:00:00
63747,45,25,56,217,20.737,2022-06-07 13:00:00
127557,63,27,43,97,64.949,2022-06-07 14:00:00
93061,58,26,45,161,36.025,2022-06-07 15:00:00
31859,30,9,30,150,20.0,2022-06-07 16:00:00
49571,47,13,28,72,65.278,2022-06-07 17:00:00
83741,50,18,36,227,22.026,2022-06-07 18:00:00
32935,39,9,23,210,18.571,2022-06-07 19:00:00
17659,24,7,29,229,10.48,2022-06-07 20:00:00
31706,43,13,30,102,42.157,2022-06-08 10:00:00
121244,72,28,39,111,64.865,2022-06-08 11:00:00
76609,71,27,38,366,19.399,2022-06-08 12:00:00
98403,88,35,40,214,41.122,2022-06-08 13:00:00
104342,75,31,41,380,19.737,2022-06-08 14:00:00
79492,61,24,39,219,27.854,2022-06-08 15:00:00
100936,33,25,76,190,17.368,2022-06-08 16:00:00
41626,44,16,36,92,47.826,2022-06-08 17:00:00
42483,33,9,27,199,16.583,2022-06-08 18:00:00
35051,32,9,28,86,37.209,2022-06-08 19:00:00
49031,33,14,42,148,22.297,2022-06-08 20:00:00
28987,36,15,42,93,38.71,2022-06-09 10:00:00
124335,63,40,63,115,54.783,2022-06-09 11:00:00
95224,48,25,52,200,24.0,2022-06-09 12:00:00
47130,60,24,40,105,57.143,2022-06-09 13:00:00
84757,47,18,38,215,21.861,2022-06-09 14:00:00
87701,54,20,37,201,26.866,2022-06-09 15:00:00
71017,41,19,46,182,22.528,2022-06-09 16:00:00
39189,37,22,59,79,46.835,2022-06-09 17:00:00
83910,23,15,65,87,26.437,2022-06-09 18:00:00
26123,26,9,35,78,33.333,2022-06-09 19:00:00
24425,23,8,35,148,15.541,2022-06-09 20:00:00
107206,42,28,67,106,39.623,2022-06-10 10:00:00
111598,50,38,76,239,20.921,2022-06-10 11:00:00
101451,66,32,48,234,28.205,2022-06-10 12:00:00
170015,80,44,55,341,23.46,2022-06-10 13:00:00
127926,58,25,43,228,25.439,2022-06-10 14:00:00
65768,50,22,44,184,27.174,2022-06-10 15:00:00
117328,36,19,53,200,18.0,2022-06-10 16:00:00
94340,48,24,50,101,47.525,2022-06-10 17:00:00
69783,47,16,34,99,47.475,2022-06-10 18:00:00
32252,40,14,35,192,20.833,2022-06-10 19:00:00
25287,47,8,17,95,49.474,2022-06-10 20:00:00
280724,162,76,47,127,127.559,2022-06-11 10:00:00
317691,205,76,37,1015,20.197,2022-06-11 11:00:00
381317,211,88,42,977,21.597,2022-06-11 12:00:00
305294,226,86,38,1718,13.155,2022-06-11 13:00:00
322784,252,95,38,959,26.277,2022-06-11 14:00:00
330882,285,79,28,1020,27.941,2022-06-11 15:00:00
301782,254,85,33,963,26.376,2022-06-11 16:00:00
509695,192,70,36,1705,11.261,2022-06-11 17:00:00
209166,142,52,37,1392,10.201,2022-06-11 18:00:00
113277,130,32,25,1048,12.405,2022-06-11 19:00:00
90716,81,24,30,450,18.0,2022-06-11 20:00:00
344804,179,66,37,132,135.606,2022-06-12 10:00:00
286311,245,84,34,807,30.359,2022-06-12 11:00:00
335622,223,89,40,1035,21.546,2022-06-12 12:00:00
383196,244,77,32,866,28.176,2022-06-12 13:00:00
402567,300,87,29,1291,23.238,2022-06-12 14:00:00
459133,360,94,26,1077,33.426,2022-06-12 15:00:00
344278,241,99,41,1652,14.588,2022-06-12 16:00:00
247796,174,55,32,979,17.773,2022-06-12 17:00:00
141139,116,38,33,875,13.257,2022-06-12 18:00:00
80351,85,18,21,485,17.526,2022-06-12 19:00:00
72444,70,22,31,269,26.022,2022-06-12 20:00:00
47241,64,20,31,83,77.108,2022-06-13 10:00:00
111963,69,36,52,276,25.0,2022-06-13 11:00:00
122196,64,29,45,200,32.0,2022-06-13 12:00:00
200352,85,38,45,221,38.462,2022-06-13 13:00:00
114897,60,28,47,293,20.478,2022-06-13 14:00:00
103368,63,31,49,195,32.308,2022-06-13 15:00:00
61984,41,21,51,255,16.078,2022-06-13 16:00:00
63067,36,15,42,159,22.642,2022-06-13 17:00:00
28262,27,8,30,86,31.395,2022-06-13 18:00:00
32090,25,9,36,71,35.211,2022-06-13 19:00:00
12860,21,7,33,66,31.818,2022-06-13 20:00:00
72655,46,21,46,101,45.545,2022-06-14 10:00:00
128633,82,33,40,209,39.234,2022-06-14 11:00:00
176623,65,30,46,309,21.036,2022-06-14 12:00:00
90049,68,24,35,201,33.831,2022-06-14 13:00:00
101263,61,28,46,284,21.479,2022-06-14 14:00:00
47214,58,21,36,165,35.152,2022-06-14 15:00:00
94536,48,23,48,243,19.753,2022-06-14 16:00:00
96653,30,11,37,160,18.75,2022-06-14 17:00:00
30712,22,12,55,153,14.379,2022-06-14 18:00:00
33789,33,9,27,70,47.143,2022-06-14 19:00:00
44262,29,14,48,63,46.032,2022-06-14 20:00:00
72494,64,22,34,98,65.306,2022-06-15 10:00:00
150601,64,25,39,365,17.534,2022-06-15 11:00:00
136361,68,29,43,236,28.814,2022-06-15 12:00:00
130332,84,41,49,213,39.437,2022-06-15 13:00:00
150581,96,48,50,348,27.586,2022-06-15 14:00:00
138730,83,43,52,419,19.809,2022-06-15 15:00:00
84952,52,26,50,260,20.0,2022-06-15 16:00:00
214703,42,26,62,151,27.815,2022-06-15 17:00:00
56010,36,19,53,155,23.226,2022-06-15 18:00:00
159298,36,22,61,145,24.828,2022-06-15 19:00:00
72833,37,14,38,227,16.3,2022-06-15 20:00:00
85714,50,25,50,77,64.935,2022-06-16 10:00:00
130756,76,33,43,195,38.974,2022-06-16 11:00:00
111930,54,27,50,509,10.609,2022-06-16 12:00:00
125513,70,25,36,211,33.175,2022-06-16 13:00:00
145569,82,34,41,195,42.051,2022-06-16 14:00:00
120268,64,37,58,245,26.122,2022-06-16 15:00:00
41467,55,17,31,256,21.484,2022-06-16 16:00:00
67402,40,22,55,162,24.691,2022-06-16 17:00:00
111839,38,14,37,174,21.839,2022-06-16 18:00:00
59107,42,15,36,144,29.167,2022-06-16 19:00:00
39596,38,11,29,214,17.757,2022-06-16 20:00:00
133555,74,35,47,108,68.519,2022-06-17 10:00:00
95894,64,29,45,201,31.841,2022-06-17 11:00:00
111621,63,38,60,295,21.356,2022-06-17 12:00:00
130057,79,38,48,201,39.304,2022-06-17 13:00:00
114690,54,31,57,302,17.881,2022-06-17 14:00:00
104894,54,21,39,203,26.601,2022-06-17 15:00:00
62939,42,21,50,267,15.73,2022-06-17 16:00:00
56633,39,14,36,159,24.528,2022-06-17 17:00:00
69643,52,18,35,190,27.368,2022-06-17 18:00:00
43743,37,19,51,84,44.048,2022-06-17 19:00:00
115721,62,20,32,156,39.744,2022-06-17 20:00:00
376059,179,114,64,137,130.657,2022-06-18 10:00:00
225627,165,70,42,738,22.358,2022-06-18 11:00:00
190811,169,60,36,886,19.075,2022-06-18 12:00:00
319522,180,76,42,907,19.846,2022-06-18 13:00:00
381126,256,79,31,903,28.35,2022-06-18 14:00:00
383580,237,80,34,1497,15.832,2022-06-18 15:00:00
320528,220,65,30,855,25.731,2022-06-18 16:00:00
206873,178,59,33,927,19.202,2022-06-18 17:00:00
166345,173,42,24,948,18.249,2022-06-18 18:00:00
187132,120,50,42,1014,11.834,2022-06-18 19:00:00
110235,94,34,36,761,12.352,2022-06-18 20:00:00
231325,186,62,33,115,161.739,2022-06-19 10:00:00
412068,219,91,42,739,29.635,2022-06-19 11:00:00
397552,236,67,28,1408,16.761,2022-06-19 12:00:00
365072,262,92,35,1563,16.763,2022-06-19 13:00:00
418817,296,95,32,1198,24.708,2022-06-19 14:00:00
621319,343,126,37,1563,21.945,2022-06-19 15:00:00
251827,258,64,25,1544,16.71,2022-06-19 16:00:00
249107,166,61,37,1331,12.472,2022-06-19 17:00:00
92225,125,37,30,788,15.863,2022-06-19 18:00:00
59053,50,19,38,376,13.298,2022-06-19 19:00:00
69855,76,16,21,381,19.948,2022-06-19 20:00:00
99893,68,28,41,90,75.556,2022-06-20 10:00:00
102730,72,42,58,279,25.807,2022-06-20 11:00:00
99696,105,31,30,326,32.209,2022-06-20 12:00:00
124691,102,42,41,318,32.076,2022-06-20 13:00:00
127051,95,37,39,341,27.859,2022-06-20 14:00:00
70191,63,27,43,246,25.61,2022-06-20 15:00:00
102662,80,31,39,243,32.922,2022-06-20 16:00:00
115493,40,22,55,189,21.164,2022-06-20 17:00:00
30622,30,10,33,127,23.622,2022-06-20 18:00:00
63123,31,11,35,128,24.219,2022-06-20 19:00:00
35188,35,14,40,106,33.019,2022-06-20 20:00:00
72524,60,17,28,80,75.0,2022-06-21 10:00:00
102760,61,27,44,171,35.673,2022-06-21 11:00:00
155639,69,36,52,269,25.651,2022-06-21 12:00:00
93115,56,32,57,277,20.217,2022-06-21 13:00:00
181646,75,42,56,180,41.667,2022-06-21 14:00:00
184353,70,30,43,251,27.888,2022-06-21 15:00:00
81027,41,17,41,344,11.919,2022-06-21 16:00:00
49855,36,12,33,67,53.731,2022-06-21 17:00:00
99013,32,10,31,132,24.242,2022-06-21 18:00:00
43168,21,12,57,135,15.556,2022-06-21 19:00:00
15408,31,10,32,61,50.82,2022-06-21 20:00:00
90483,47,20,43,89,52.809,2022-06-22 10:00:00
101313,66,23,35,168,39.286,2022-06-22 11:00:00
102671,66,30,45,289,22.837,2022-06-22 12:00:00
140746,85,35,41,324,26.235,2022-06-22 13:00:00
104061,65,41,63,273,23.81,2022-06-22 14:00:00
155335,81,27,33,177,45.763,2022-06-22 15:00:00
47711,48,18,38,237,20.253,2022-06-22 16:00:00
46562,38,16,42,161,23.603,2022-06-22 17:00:00
42062,41,14,34,146,28.082,2022-06-22 18:00:00
112395,41,19,46,69,59.42,2022-06-22 19:00:00
90449,34,18,53,130,26.154,2022-06-22 20:00:00
57512,49,15,31,84,58.333,2022-06-23 10:00:00
154002,57,33,58,185,30.811,2022-06-23 11:00:00
63497,52,22,42,200,26.0,2022-06-23 12:00:00
141341,56,35,63,187,29.947,2022-06-23 13:00:00
94360,61,22,36,318,19.182,2022-06-23 14:00:00
103098,56,31,55,172,32.558,2022-06-23 15:00:00
82110,49,19,39,174,28.161,2022-06-23 16:00:00
56443,44,17,39,155,28.387,2022-06-23 17:00:00
51412,32,15,47,155,20.645,2022-06-23 18:00:00
38596,27,11,41,121,22.314,2022-06-23 19:00:00
19554,22,7,32,174,12.644,2022-06-23 20:00:00
45073,67,21,31,94,71.277,2022-06-24 10:00:00
93694,67,27,40,81,82.716,2022-06-24 11:00:00
61584,56,19,34,100,56.0,2022-06-24 12:00:00
146326,68,39,57,120,56.667,2022-06-24 13:00:00
141993,75,36,48,100,75.0,2022-06-24 14:00:00
88040,59,25,42,82,71.951,2022-06-24 15:00:00
72220,63,24,38,71,88.732,2022-06-24 16:00:00
59729,64,24,38,70,91.429,2022-06-24 17:00:00
69910,49,22,45,72,68.056,2022-06-24 18:00:00
118596,55,18,33,69,79.71,2022-06-24 19:00:00
123028,80,35,44,123,65.041,2022-06-24 20:00:00
355472,211,96,45,96,219.792,2022-06-25 10:00:00
297364,142,73,51,597,23.786,2022-06-25 11:00:00
440381,183,88,48,253,72.332,2022-06-25 12:00:00
277526,197,71,36,514,38.327,2022-06-25 13:00:00
428379,258,95,37,369,69.919,2022-06-25 14:00:00
541015,243,91,37,582,41.753,2022-06-25 15:00:00
487459,224,76,34,616,36.364,2022-06-25 16:00:00
241106,151,60,40,489,30.879,2022-06-25 17:00:00
202057,148,46,31,415,35.663,2022-06-25 18:00:00
151824,131,40,31,427,30.679,2022-06-25 19:00:00
78483,78,24,31,300,26.0,2022-06-25 20:00:00
408356,170,85,50,91,186.813,2022-06-26 10:00:00
399531,257,115,45,351,73.219,2022-06-26 11:00:00
433250,215,88,41,521,41.267,2022-06-26 12:00:00
359314,285,88,31,363,78.512,2022-06-26 13:00:00
493837,358,111,31,779,45.956,2022-06-26 14:00:00
309194,300,78,26,749,40.053,2022-06-26 15:00:00
401384,247,82,33,805,30.683,2022-06-26 16:00:00
356469,180,62,34,545,33.028,2022-06-26 17:00:00
186866,122,36,30,374,32.62,2022-06-26 18:00:00
96062,66,25,38,310,21.29,2022-06-26 19:00:00
52462,53,16,30,64,82.813,2022-06-26 20:00:00
58444,62,22,35,74,83.784,2022-06-27 10:00:00
131628,83,33,40,77,107.792,2022-06-27 11:00:00
85625,59,27,46,181,32.597,2022-06-27 12:00:00
76847,76,29,38,174,43.678,2022-06-27 13:00:00
154671,78,41,53,169,46.154,2022-06-27 14:00:00
64825,58,24,41,143,40.559,2022-06-27 15:00:00
48922,38,21,55,138,27.536,2022-06-27 16:00:00
62578,39,13,33,55,70.909,2022-06-27 17:00:00
50895,37,12,32,57,64.912,2022-06-27 18:00:00
25388,24,10,42,55,43.636,2022-06-27 19:00:00
37179,28,10,36,99,28.283,2022-06-27 20:00:00
63024,38,16,42,68,55.882,2022-06-28 10:00:00
52323,37,24,65,78,47.436,2022-06-28 11:00:00
74562,60,32,53,92,65.217,2022-06-28 12:00:00
95527,66,35,53,194,34.021,2022-06-28 13:00:00
94526,48,26,54,155,30.968,2022-06-28 14:00:00
93919,51,23,45,73,69.863,2022-06-28 15:00:00
71641,42,23,55,65,64.615,2022-06-28 16:00:00
40896,29,20,69,66,43.939,2022-06-28 17:00:00
48503,31,17,55,61,50.82,2022-06-28 18:00:00
15768,25,9,36,58,43.103,2022-06-28 19:00:00
42967,35,12,34,51,68.628,2022-06-28 20:00:00
93539,64,29,45,70,91.429,2022-06-29 10:00:00
108729,69,34,49,95,72.632,2022-06-29 11:00:00
43108,65,13,20,89,73.034,2022-06-29 12:00:00
116535,69,32,46,102,67.647,2022-06-29 13:00:00
111971,77,38,49,178,43.258,2022-06-29 14:00:00
96592,74,31,42,164,45.122,2022-06-29 15:00:00
83464,68,30,44,156,43.59,2022-06-29 16:00:00
90211,43,22,51,171,25.146,2022-06-29 17:00:00
16986,30,11,37,75,40.0,2022-06-29 18:00:00
47242,57,12,21,72,79.167,2022-06-29 19:00:00
74343,38,20,53,58,65.517,2022-06-29 20:00:00
124155,87,29,33,81,107.407,2022-06-30 10:00:00
135269,92,38,41,192,47.917,2022-06-30 11:00:00
72297,58,28,48,205,28.293,2022-06-30 12:00:00
140727,53,33,62,99,53.535,2022-06-30 13:00:00
104452,82,28,34,101,81.188,2022-06-30 14:00:00
67975,61,24,39,165,36.97,2022-06-30 15:00:00
37535,48,16,33,160,30.0,2022-06-30 16:00:00
70796,58,21,36,74,78.378,2022-06-30 17:00:00
38111,36,14,39,77,46.753,2022-06-30 18:00:00
45755,39,16,41,60,65.0,2022-06-30 19:00:00
34870,28,14,50,60,46.667,2022-06-30 20:00:00
82752,58,19,33,81,71.605,2022-07-01 10:00:00
98927,76,34,45,188,40.426,2022-07-01 11:00:00
92057,51,20,39,205,24.878,2022-07-01 12:00:00
107237,76,31,41,90,84.444,2022-07-01 13:00:00
135038,63,26,41,157,40.127,2022-07-01 14:00:00
76957,64,19,30,76,84.211,2022-07-01 15:00:00
89396,56,28,50,64,87.5,2022-07-01 16:00:00
149311,61,28,46,130,46.923,2022-07-01 17:00:00
84937,45,17,38,132,34.091,2022-07-01 18:00:00
95196,50,24,48,67,74.627,2022-07-01 19:00:00
106900,87,29,33,67,129.851,2022-07-01 20:00:00
320517,155,71,46,97,159.794,2022-07-02 10:00:00
429231,189,84,44,420,45.0,2022-07-02 11:00:00
225544,177,62,35,484,36.57,2022-07-02 12:00:00
292626,256,92,36,497,51.509,2022-07-02 13:00:00
382995,246,78,32,710,34.648,2022-07-02 14:00:00
288715,275,85,31,112,245.536,2022-07-02 15:00:00
385607,226,85,38,812,27.833,2022-07-02 16:00:00
246033,156,59,38,484,32.231,2022-07-02 17:00:00
194858,149,49,33,413,36.078,2022-07-02 18:00:00
142569,151,43,28,323,46.749,2022-07-02 19:00:00
65725,92,23,25,339,27.139,2022-07-02 20:00:00
306515,240,95,40,116,206.897,2022-07-03 10:00:00
513964,243,103,42,510,47.647,2022-07-03 11:00:00
413930,291,113,39,776,37.5,2022-07-03 12:00:00
554430,362,121,33,776,46.65,2022-07-03 13:00:00
589308,438,135,31,772,56.736,2022-07-03 14:00:00
350199,350,97,28,828,42.271,2022-07-03 15:00:00
402812,278,91,33,871,31.917,2022-07-03 16:00:00
294482,194,55,28,551,35.209,2022-07-03 17:00:00
184024,123,43,35,465,26.452,2022-07-03 18:00:00
123730,90,31,34,138,65.217,2022-07-03 19:00:00
145286,64,19,30,123,52.033,2022-07-03 20:00:00
33746,42,11,26,76,55.263,2022-07-04 10:00:00
143318,73,32,44,75,97.333,2022-07-04 11:00:00
94697,61,30,49,170,35.882,2022-07-04 12:00:00
55010,49,21,43,89,55.056,2022-07-04 13:00:00
101275,61,27,44,71,85.916,2022-07-04 14:00:00
129962,88,34,39,62,141.936,2022-07-04 15:00:00
66283,47,20,43,143,32.867,2022-07-04 16:00:00
79148,33,20,61,66,50.0,2022-07-04 17:00:00
43536,30,13,43,73,41.096,2022-07-04 18:00:00
43619,23,14,61,59,38.983,2022-07-04 19:00:00
25095,24,11,46,49,48.98,2022-07-04 20:00:00
102065,54,24,44,64,84.375,2022-07-05 10:00:00
150270,75,38,51,77,97.403,2022-07-05 11:00:00
102508,52,29,56,194,26.804,2022-07-05 12:00:00
120651,83,29,35,97,85.567,2022-07-05 13:00:00
143682,71,32,45,79,89.873,2022-07-05 14:00:00
112547,54,24,44,77,70.13,2022-07-05 15:00:00
79043,52,23,44,66,78.788,2022-07-05 16:00:00
43413,44,17,39,66,66.667,2022-07-05 17:00:00
34739,22,12,55,62,35.484,2022-07-05 18:00:00
50046,46,13,28,58,79.31,2022-07-05 19:00:00
34292,24,9,38,55,43.636,2022-07-05 20:00:00
114417,39,23,59,83,46.988,2022-07-06 10:00:00
89108,49,23,47,90,54.444,2022-07-06 11:00:00
83653,55,19,35,99,55.556,2022-07-06 12:00:00
138476,93,41,44,85,109.412,2022-07-06 13:00:00
106667,77,34,44,192,40.104,2022-07-06 14:00:00
