Sales,Traffic,Transactions,Conversion,Passersby,Capture Rate,datetime
74389,50,18,36,91,54.945,2022-07-06 15:00:00
132138,69,26,38,68,101.471,2022-07-06 16:00:00
76501,54,22,41,135,40.0,2022-07-06 17:00:00
69188,40,18,45,71,56.338,2022-07-06 18:00:00
62943,43,15,35,66,65.152,2022-07-06 19:00:00
8468,19,3,16,62,30.645,2022-07-06 20:00:00
155941,57,38,67,74,77.027,2022-07-07 10:00:00
94613,67,29,43,87,77.012,2022-07-07 11:00:00
123434,71,35,49,94,75.532,2022-07-07 12:00:00
153930,106,40,38,94,112.766,2022-07-07 13:00:00
85680,68,26,38,179,37.989,2022-07-07 14:00:00
86435,70,28,40,77,90.909,2022-07-07 15:00:00
57916,57,18,32,73,78.082,2022-07-07 16:00:00
117857,41,17,41,63,65.079,2022-07-07 17:00:00
99987,34,19,56,61,55.738,2022-07-07 18:00:00
69212,41,15,37,63,65.079,2022-07-07 19:00:00
20195,31,6,19,54,57.407,2022-07-07 20:00:00
80727,48,21,44,70,68.571,2022-07-08 10:00:00
164237,67,32,48,72,93.056,2022-07-08 11:00:00
107743,61,25,41,79,77.215,2022-07-08 12:00:00
95164,68,28,41,87,78.161,2022-07-08 13:00:00
128116,85,24,28,74,114.865,2022-07-08 14:00:00
43939,69,19,28,125,55.2,2022-07-08 15:00:00
113939,69,31,45,68,101.471,2022-07-08 16:00:00
108031,56,22,39,63,88.889,2022-07-08 17:00:00
59932,43,11,26,62,69.355,2022-07-08 18:00:00
51152,70,21,30,59,118.644,2022-07-08 19:00:00
84939,58,24,41,131,44.275,2022-07-08 20:00:00
324923,135,71,53,85,158.824,2022-07-09 10:00:00
331556,179,72,40,305,58.689,2022-07-09 11:00:00
288776,213,74,35,328,64.939,2022-07-09 12:00:00
273519,226,71,31,348,64.943,2022-07-09 13:00:00
502639,278,116,42,428,64.953,2022-07-09 14:00:00
407528,295,87,29,638,46.238,2022-07-09 15:00:00
369577,220,83,38,583,37.736,2022-07-09 16:00:00
201709,168,54,32,380,44.211,2022-07-09 17:00:00
228307,154,51,33,330,46.667,2022-07-09 18:00:00
166899,127,51,40,339,37.463,2022-07-09 19:00:00
154902,120,42,35,279,43.011,2022-07-09 20:00:00
367686,188,76,40,94,200.0,2022-07-10 10:00:00
422409,224,83,37,499,44.89,2022-07-10 11:00:00
438465,286,95,33,514,55.642,2022-07-10 12:00:00
320993,260,89,34,610,42.623,2022-07-10 13:00:00
549669,317,111,35,686,46.21,2022-07-10 14:00:00
338898,326,93,29,703,46.373,2022-07-10 15:00:00
296178,244,84,34,779,31.322,2022-07-10 16:00:00
230098,180,57,32,508,35.433,2022-07-10 17:00:00
137758,109,40,37,328,33.232,2022-07-10 18:00:00
70489,68,14,21,136,50.0,2022-07-10 19:00:00
74952,84,21,25,129,65.116,2022-07-10 20:00:00
64406,61,16,26,67,91.045,2022-07-11 10:00:00
183401,63,40,63,85,74.118,2022-07-11 11:00:00
70641,55,24,44,82,67.073,2022-07-11 12:00:00
133719,69,29,42,87,79.31,2022-07-11 13:00:00
97844,71,32,45,84,84.524,2022-07-11 14:00:00
67727,52,25,48,71,73.239,2022-07-11 15:00:00
101204,64,27,42,75,85.333,2022-07-11 16:00:00
49272,47,16,34,68,69.118,2022-07-11 17:00:00
42366,40,11,28,76,52.632,2022-07-11 18:00:00
40918,32,13,41,63,50.794,2022-07-11 19:00:00
16512,23,5,22,58,39.655,2022-07-11 20:00:00
60705,34,21,62,65,52.308,2022-07-12 10:00:00
109480,70,38,54,81,86.42,2022-07-12 11:00:00
63679,66,18,27,174,37.931,2022-07-12 12:00:00
50504,58,21,36,176,32.955,2022-07-12 13:00:00
115319,76,32,42,168,45.238,2022-07-12 14:00:00
141856,55,29,53,151,36.424,2022-07-12 15:00:00
117837,59,34,58,64,92.188,2022-07-12 16:00:00
98762,46,25,54,62,74.194,2022-07-12 17:00:00
60433,31,17,55,63,49.206,2022-07-12 18:00:00
37291,22,7,32,63,34.921,2022-07-12 19:00:00
47186,31,11,35,56,55.357,2022-07-12 20:00:00
64988,49,22,45,75,65.333,2022-07-13 10:00:00
119446,61,34,56,94,64.894,2022-07-13 11:00:00
103583,59,29,49,104,56.731,2022-07-13 12:00:00
151560,61,39,64,91,67.033,2022-07-13 13:00:00
209395,79,34,43,84,94.048,2022-07-13 14:00:00
155318,70,35,50,172,40.698,2022-07-13 15:00:00
76507,82,26,32,76,107.895,2022-07-13 16:00:00
93823,45,19,42,143,31.469,2022-07-13 17:00:00
81283,38,14,37,65,58.462,2022-07-13 18:00:00
69628,27,10,37,64,42.188,2022-07-13 19:00:00
36056,32,12,38,56,57.143,2022-07-13 20:00:00
72342,42,14,33,65,64.615,2022-07-14 10:00:00
151573,62,35,56,95,65.263,2022-07-14 11:00:00
105266,70,39,56,88,79.546,2022-07-14 12:00:00
143794,63,29,46,92,68.478,2022-07-14 13:00:00
103927,68,34,50,100,68.0,2022-07-14 14:00:00
63956,68,19,28,80,85.0,2022-07-14 15:00:00
79392,39,19,49,79,49.367,2022-07-14 16:00:00
182874,44,15,34,78,56.41,2022-07-14 17:00:00
34094,42,11,26,71,59.155,2022-07-14 18:00:00
20036,38,7,18,65,58.462,2022-07-14 19:00:00
19813,19,8,42,58,32.759,2022-07-14 20:00:00
249434,81,55,68,69,117.391,2022-07-15 10:00:00
198107,94,54,57,176,53.409,2022-07-15 11:00:00
162093,68,45,66,87,78.161,2022-07-15 12:00:00
319806,86,53,62,92,93.478,2022-07-15 13:00:00
159672,88,43,49,81,108.642,2022-07-15 14:00:00
268881,84,41,49,146,57.534,2022-07-15 15:00:00
111541,69,33,48,152,45.395,2022-07-15 16:00:00
103275,63,16,25,143,44.056,2022-07-15 17:00:00
232504,90,38,42,68,132.353,2022-07-15 18:00:00
127945,73,27,37,134,54.478,2022-07-15 19:00:00
102169,54,17,31,141,38.298,2022-07-15 20:00:00
498717,261,158,61,92,283.696,2022-07-16 10:00:00
509588,198,103,52,534,37.079,2022-07-16 11:00:00
353899,218,75,34,452,48.23,2022-07-16 12:00:00
427409,240,85,35,415,57.831,2022-07-16 13:00:00
365655,223,96,43,574,38.85,2022-07-16 14:00:00
356341,237,89,38,459,51.634,2022-07-16 15:00:00
300204,195,78,40,408,47.794,2022-07-16 16:00:00
210319,177,57,32,397,44.584,2022-07-16 17:00:00
266630,129,44,34,413,31.235,2022-07-16 18:00:00
124793,120,41,34,364,32.967,2022-07-16 19:00:00
101721,114,34,30,175,65.143,2022-07-16 20:00:00
385705,216,84,39,99,218.182,2022-07-17 10:00:00
417586,218,96,44,480,45.417,2022-07-17 11:00:00
410267,231,77,33,516,44.767,2022-07-17 12:00:00
298527,260,89,34,464,56.035,2022-07-17 13:00:00
325495,274,88,32,497,55.131,2022-07-17 14:00:00
506660,335,120,36,716,46.788,2022-07-17 15:00:00
318389,279,76,27,779,35.815,2022-07-17 16:00:00
320057,226,74,33,489,46.217,2022-07-17 17:00:00
349239,197,64,32,567,34.744,2022-07-17 18:00:00
136944,110,38,35,292,37.671,2022-07-17 19:00:00
157613,91,33,36,324,28.086,2022-07-17 20:00:00
251770,195,74,38,90,216.667,2022-07-18 10:00:00
340548,252,93,37,432,58.333,2022-07-18 11:00:00
480137,260,89,34,562,46.263,2022-07-18 12:00:00
279365,245,75,31,693,35.354,2022-07-18 13:00:00
383687,285,92,32,424,67.217,2022-07-18 14:00:00
349756,271,95,35,530,51.132,2022-07-18 15:00:00
199417,208,65,31,657,31.659,2022-07-18 16:00:00
116482,120,38,32,455,26.374,2022-07-18 17:00:00
108360,83,30,36,199,41.709,2022-07-18 18:00:00
234175,72,27,38,111,64.865,2022-07-18 19:00:00
38827,41,15,37,244,16.803,2022-07-18 20:00:00
129607,39,20,51,60,65.0,2022-07-19 10:00:00
201087,51,28,55,61,83.607,2022-07-19 11:00:00
60700,37,26,70,66,56.061,2022-07-19 12:00:00
80327,77,28,36,62,124.194,2022-07-19 13:00:00
145698,92,38,41,125,73.6,2022-07-19 14:00:00
64419,77,25,32,116,66.379,2022-07-19 15:00:00
114239,85,33,39,116,73.276,2022-07-19 16:00:00
21154,43,6,14,159,27.044,2022-07-19 17:00:00
39687,41,17,41,48,85.417,2022-07-19 18:00:00
36654,46,13,28,54,85.185,2022-07-19 19:00:00
19646,25,10,40,49,51.02,2022-07-19 20:00:00
88021,64,27,42,71,90.141,2022-07-20 10:00:00
158482,77,41,53,173,44.509,2022-07-20 11:00:00
123152,80,34,43,92,86.957,2022-07-20 12:00:00
267770,94,54,57,179,52.514,2022-07-20 13:00:00
124434,118,46,39,158,74.684,2022-07-20 14:00:00
85059,88,29,33,150,58.667,2022-07-20 15:00:00
104871,95,31,33,193,49.223,2022-07-20 16:00:00
112270,75,34,45,185,40.541,2022-07-20 17:00:00
71754,55,27,49,135,40.741,2022-07-20 18:00:00
118916,68,29,43,69,98.551,2022-07-20 19:00:00
61381,45,18,40,106,42.453,2022-07-20 20:00:00
92761,54,22,41,67,80.597,2022-07-21 10:00:00
130760,80,34,43,69,115.942,2022-07-21 11:00:00
135498,68,30,44,146,46.575,2022-07-21 12:00:00
129237,80,33,41,146,54.795,2022-07-21 13:00:00
133887,87,39,45,146,59.589,2022-07-21 14:00:00
109319,89,33,37,156,57.051,2022-07-21 15:00:00
122020,67,30,45,133,50.376,2022-07-21 16:00:00
61978,39,19,49,59,66.102,2022-07-21 17:00:00
24377,49,10,20,62,79.032,2022-07-21 18:00:00
48254,51,18,35,53,96.226,2022-07-21 19:00:00
22768,29,9,31,153,18.954,2022-07-21 20:00:00
78414,79,33,42,64,123.438,2022-07-22 10:00:00
164313,104,39,38,131,79.389,2022-07-22 11:00:00
86440,88,34,39,238,36.975,2022-07-22 12:00:00
153798,103,46,45,158,65.19,2022-07-22 13:00:00
179380,117,46,39,225,52.0,2022-07-22 14:00:00
118106,97,34,35,214,45.327,2022-07-22 15:00:00
87384,85,28,33,120,70.833,2022-07-22 16:00:00
70424,56,21,38,127,44.095,2022-07-22 17:00:00
70493,64,15,23,59,108.475,2022-07-22 18:00:00
76219,60,22,37,173,34.682,2022-07-22 19:00:00
55606,61,17,28,106,57.547,2022-07-22 20:00:00
144422,131,47,36,83,157.831,2022-07-23 10:00:00
156167,119,39,33,345,34.493,2022-07-23 11:00:00
204876,131,54,41,287,45.645,2022-07-23 12:00:00
221649,148,45,30,289,51.211,2022-07-23 13:00:00
262140,204,62,30,314,64.968,2022-07-23 14:00:00
277253,210,73,35,405,51.852,2022-07-23 15:00:00
151489,146,38,26,383,38.12,2022-07-23 16:00:00
113644,117,38,32,272,43.015,2022-07-23 17:00:00
179464,130,36,28,149,87.248,2022-07-23 18:00:00
143986,72,29,40,227,31.718,2022-07-23 19:00:00
102662,74,28,38,140,52.857,2022-07-23 20:00:00
298149,166,57,34,87,190.805,2022-07-24 10:00:00
259318,186,60,32,283,65.724,2022-07-24 11:00:00
287349,164,65,40,332,49.398,2022-07-24 12:00:00
399763,220,74,34,338,65.089,2022-07-24 13:00:00
376201,263,72,27,560,46.964,2022-07-24 14:00:00
303189,236,81,34,506,46.64,2022-07-24 15:00:00
195728,213,64,30,644,33.075,2022-07-24 16:00:00
121612,134,42,31,400,33.5,2022-07-24 17:00:00
117058,107,30,28,0,0.0,2022-07-24 18:00:00
67137,85,21,25,0,0.0,2022-07-24 19:00:00
41340,33,12,36,0,0.0,2022-07-24 20:00:00
177163,54,28,52,59,91.525,2022-07-25 10:00:00
115960,93,34,37,172,54.07,2022-07-25 11:00:00
107823,89,36,40,299,29.766,2022-07-25 12:00:00
148817,77,37,48,173,44.509,2022-07-25 13:00:00
111780,107,32,30,165,64.849,2022-07-25 14:00:00
173012,91,40,44,236,38.559,2022-07-25 15:00:00
118305,114,32,28,156,73.077,2022-07-25 16:00:00
63727,63,18,29,122,51.639,2022-07-25 17:00:00
37743,50,19,38,112,44.643,2022-07-25 18:00:00
62331,48,17,35,120,40.0,2022-07-25 19:00:00
35438,37,12,32,55,67.273,2022-07-25 20:00:00
108561,49,21,43,63,77.778,2022-07-26 10:00:00
102647,83,31,37,72,115.278,2022-07-26 11:00:00
215828,84,39,46,129,65.116,2022-07-26 12:00:00
154130,94,37,39,128,73.438,2022-07-26 13:00:00
178484,106,50,47,280,37.857,2022-07-26 14:00:00
101113,96,35,36,192,50.0,2022-07-26 15:00:00
144644,68,20,29,164,41.463,2022-07-26 16:00:00
69261,52,21,40,117,44.444,2022-07-26 17:00:00
95650,56,24,43,58,96.552,2022-07-26 18:00:00
26754,39,9,23,87,44.828,2022-07-26 19:00:00
53797,25,8,32,90,27.778,2022-07-26 20:00:00
86512,50,22,44,63,79.365,2022-07-27 10:00:00
115120,89,37,42,78,114.103,2022-07-27 11:00:00
122734,86,36,42,262,32.824,2022-07-27 12:00:00
127036,102,40,39,255,40.0,2022-07-27 13:00:00
94888,133,35,26,159,83.648,2022-07-27 14:00:00
116891,120,43,36,332,36.145,2022-07-27 15:00:00
124492,73,41,56,212,34.434,2022-07-27 16:00:00
171805,68,23,34,143,47.552,2022-07-27 17:00:00
47290,41,15,37,129,31.783,2022-07-27 18:00:00
75168,49,13,27,58,84.483,2022-07-27 19:00:00
62301,30,11,37,52,57.692,2022-07-27 20:00:00
69384,62,28,45,69,89.855,2022-07-28 10:00:00
119045,72,31,43,141,51.064,2022-07-28 11:00:00
104938,99,40,40,232,42.672,2022-07-28 12:00:00
120795,66,38,58,173,38.15,2022-07-28 13:00:00
173342,119,46,39,180,66.111,2022-07-28 14:00:00
116813,97,38,39,363,26.722,2022-07-28 15:00:00
152407,71,36,51,348,20.402,2022-07-28 16:00:00
82296,55,23,42,144,38.194,2022-07-28 17:00:00
66948,57,22,39,65,87.692,2022-07-28 18:00:00
28240,34,14,41,118,28.814,2022-07-28 19:00:00
44155,32,14,44,49,65.306,2022-07-28 20:00:00
51298,53,23,43,69,76.812,2022-07-29 10:00:00
130793,83,41,49,159,52.201,2022-07-29 11:00:00
145474,83,40,48,272,30.515,2022-07-29 12:00:00
151803,87,45,52,352,24.716,2022-07-29 13:00:00
174406,110,42,38,262,41.985,2022-07-29 14:00:00
131015,94,34,36,492,19.106,2022-07-29 15:00:00
176408,78,29,37,285,27.368,2022-07-29 16:00:00
80978,67,25,37,245,27.347,2022-07-29 17:00:00
94374,64,21,33,135,47.407,2022-07-29 18:00:00
106830,58,30,52,225,25.778,2022-07-29 19:00:00
80845,73,23,32,112,65.179,2022-07-29 20:00:00
238964,125,59,47,83,150.602,2022-07-30 10:00:00
305584,132,69,52,553,23.87,2022-07-30 11:00:00
180248,128,57,45,416,30.769,2022-07-30 12:00:00
493711,198,88,44,398,49.749,2022-07-30 13:00:00
246341,222,64,29,607,36.573,2022-07-30 14:00:00
268464,191,65,34,748,25.535,2022-07-30 15:00:00
138111,153,53,35,581,26.334,2022-07-30 16:00:00
282471,136,57,42,492,27.642,2022-07-30 17:00:00
161712,126,39,31,578,21.799,2022-07-30 18:00:00
175638,89,38,43,472,18.856,2022-07-30 19:00:00
125074,83,27,33,260,31.923,2022-07-30 20:00:00
397769,161,84,52,79,203.798,2022-07-31 10:00:00
298889,169,76,45,521,32.438,2022-07-31 11:00:00
336145,214,83,39,828,25.845,2022-07-31 12:00:00
308747,231,76,33,666,34.685,2022-07-31 13:00:00
440642,225,94,42,857,26.254,2022-07-31 14:00:00
409774,236,87,37,450,52.444,2022-07-31 15:00:00
374003,212,77,36,838,25.298,2022-07-31 16:00:00
159727,118,42,36,688,17.151,2022-07-31 17:00:00
191209,98,38,39,279,35.125,2022-07-31 18:00:00
71608,81,20,25,291,27.835,2022-07-31 19:00:00
62204,72,17,24,195,36.923,2022-07-31 20:00:00
133086,54,27,50,60,90.0,2022-08-01 10:00:00
206910,68,35,51,130,52.308,2022-08-01 11:00:00
113131,80,33,41,242,33.058,2022-08-01 12:00:00
105006,107,39,36,267,40.075,2022-08-01 13:00:00
165128,102,47,46,316,32.279,2022-08-01 14:00:00
136508,104,36,35,429,24.242,2022-08-01 15:00:00
59901,59,24,41,329,17.933,2022-08-01 16:00:00
25285,53,12,23,134,39.552,2022-08-01 17:00:00
54613,46,20,43,131,35.115,2022-08-01 18:00:00
60337,48,16,33,110,43.636,2022-08-01 19:00:00
32881,36,14,39,157,22.93,2022-08-01 20:00:00
173630,80,41,51,67,119.403,2022-08-02 10:00:00
197963,91,48,53,215,42.326,2022-08-02 11:00:00
128286,90,42,47,246,36.585,2022-08-02 12:00:00
95955,96,31,32,282,34.043,2022-08-02 13:00:00
168375,92,47,51,369,24.932,2022-08-02 14:00:00
274822,75,36,48,323,23.22,2022-08-02 15:00:00
135552,78,25,32,136,57.353,2022-08-02 16:00:00
43552,59,18,31,251,23.506,2022-08-02 17:00:00
44826,55,20,36,167,32.934,2022-08-02 18:00:00
27880,50,11,22,107,46.729,2022-08-02 19:00:00
43799,38,13,34,134,28.358,2022-08-02 20:00:00
75059,62,29,47,67,92.537,2022-08-03 10:00:00
102546,104,40,38,160,65.0,2022-08-03 11:00:00
149544,90,46,51,343,26.239,2022-08-03 12:00:00
131731,112,39,35,256,43.75,2022-08-03 13:00:00
126019,104,38,37,350,29.714,2022-08-03 14:00:00
112884,82,32,39,248,33.065,2022-08-03 15:00:00
106762,101,35,35,290,34.828,2022-08-03 16:00:00
53150,51,19,37,177,28.814,2022-08-03 17:00:00
61596,60,18,30,133,45.113,2022-08-03 18:00:00
114102,61,21,34,127,48.032,2022-08-03 19:00:00
54376,45,17,38,162,27.778,2022-08-03 20:00:00
89113,56,20,36,65,86.154,2022-08-04 10:00:00
124848,88,34,39,214,41.122,2022-08-04 11:00:00
127833,73,27,37,308,23.701,2022-08-04 12:00:00
152104,96,46,48,148,64.865,2022-08-04 13:00:00
168732,109,47,43,279,39.068,2022-08-04 14:00:00
137172,114,44,39,364,31.319,2022-08-04 15:00:00
127400,61,28,46,361,16.898,2022-08-04 16:00:00
80007,55,26,47,187,29.412,2022-08-04 17:00:00
45676,48,17,35,111,43.243,2022-08-04 18:00:00
49148,41,13,32,216,18.982,2022-08-04 19:00:00
84157,37,11,30,50,74.0,2022-08-04 20:00:00
172842,93,50,54,59,157.627,2022-08-05 10:00:00
201395,75,55,73,362,20.718,2022-08-05 11:00:00
114538,102,37,36,335,30.448,2022-08-05 12:00:00
112536,104,43,41,419,24.821,2022-08-05 13:00:00
81811,101,28,28,346,29.191,2022-08-05 14:00:00
185289,84,41,49,302,27.815,2022-08-05 15:00:00
111995,86,38,44,386,22.28,2022-08-05 16:00:00
139553,86,36,42,309,27.832,2022-08-05 17:00:00
63099,60,24,40,244,24.59,2022-08-05 18:00:00
56633,47,16,34,177,26.554,2022-08-05 19:00:00
79797,47,20,43,108,43.519,2022-08-05 20:00:00
362076,185,80,43,91,203.297,2022-08-06 10:00:00
290606,159,64,40,459,34.641,2022-08-06 11:00:00
314952,178,69,39,662,26.888,2022-08-06 12:00:00
250611,187,71,38,454,41.189,2022-08-06 13:00:00
230654,201,66,33,551,36.479,2022-08-06 14:00:00
215260,192,64,33,846,22.695,2022-08-06 15:00:00
317926,186,62,33,1010,18.416,2022-08-06 16:00:00
203887,122,54,44,607,20.099,2022-08-06 17:00:00
113409,90,42,47,543,16.575,2022-08-06 18:00:00
160322,62,32,52,273,22.711,2022-08-06 19:00:00
122824,64,18,28,292,21.918,2022-08-06 20:00:00
485088,157,63,40,86,182.558,2022-08-07 10:00:00
801448,198,91,46,645,30.698,2022-08-07 11:00:00
448163,209,85,41,494,42.308,2022-08-07 12:00:00
368169,214,80,37,562,38.078,2022-08-07 13:00:00
447737,280,92,33,680,41.177,2022-08-07 14:00:00
447180,297,95,32,1058,28.072,2022-08-07 15:00:00
437588,232,73,31,986,23.529,2022-08-07 16:00:00
250135,192,64,33,632,30.38,2022-08-07 17:00:00
195545,148,49,33,450,32.889,2022-08-07 18:00:00
64522,72,20,28,411,17.518,2022-08-07 19:00:00
51668,56,20,36,251,22.311,2022-08-07 20:00:00
94467,71,23,32,62,114.516,2022-08-08 10:00:00
153914,74,41,55,130,56.923,2022-08-08 11:00:00
136901,95,40,42,302,31.457,2022-08-08 12:00:00
155308,130,44,34,515,25.243,2022-08-08 13:00:00
178931,138,54,39,600,23.0,2022-08-08 14:00:00
195347,137,53,39,406,33.744,2022-08-08 15:00:00
185395,107,38,36,255,41.961,2022-08-08 16:00:00
94899,67,21,31,326,20.552,2022-08-08 17:00:00
64062,54,22,41,172,31.395,2022-08-08 18:00:00
44076,49,16,33,147,33.333,2022-08-08 19:00:00
47760,43,14,33,115,37.391,2022-08-08 20:00:00
178809,78,41,53,51,152.941,2022-08-09 10:00:00
181632,79,45,57,247,31.984,2022-08-09 11:00:00
164745,125,56,45,189,66.138,2022-08-09 12:00:00
161916,115,38,33,443,25.959,2022-08-09 13:00:00
263173,138,59,43,335,41.194,2022-08-09 14:00:00
134748,145,52,36,396,36.616,2022-08-09 15:00:00
135775,92,53,58,474,19.409,2022-08-09 16:00:00
107847,62,29,47,263,23.574,2022-08-09 17:00:00
79611,65,23,35,203,32.02,2022-08-09 18:00:00
73901,47,14,30,134,35.075,2022-08-09 19:00:00
62118,39,16,41,81,48.148,2022-08-09 20:00:00
167896,127,50,39,78,162.821,2022-08-10 10:00:00
182092,139,49,35,419,33.174,2022-08-10 11:00:00
230269,127,58,46,573,22.164,2022-08-10 12:00:00
154820,138,51,37,363,38.017,2022-08-10 13:00:00
240533,204,66,32,481,42.412,2022-08-10 14:00:00
185742,178,57,32,961,18.522,2022-08-10 15:00:00
115869,144,39,27,499,28.858,2022-08-10 16:00:00
122627,84,28,33,523,16.061,2022-08-10 17:00:00
100659,74,29,39,281,26.335,2022-08-10 18:00:00
88398,80,24,30,343,23.324,2022-08-10 19:00:00
80019,69,28,41,292,23.63,2022-08-10 20:00:00
565092,196,93,47,362,54.144,2022-08-11 10:00:00
407470,199,78,39,884,22.511,2022-08-11 11:00:00
351315,225,91,40,631,35.658,2022-08-11 12:00:00
310192,233,61,26,903,25.803,2022-08-11 13:00:00
321863,281,87,31,1180,23.814,2022-08-11 14:00:00
365557,238,97,41,1304,18.252,2022-08-11 15:00:00
260981,237,76,32,778,30.463,2022-08-11 16:00:00
233173,175,58,33,913,19.168,2022-08-11 17:00:00
170709,109,40,37,1328,8.208,2022-08-11 18:00:00
166340,95,34,36,538,17.658,2022-08-11 19:00:00
134150,80,34,43,624,12.821,2022-08-11 20:00:00
260727,134,52,39,203,66.01,2022-08-12 10:00:00
285454,173,69,40,618,27.994,2022-08-12 11:00:00
241237,139,54,39,1112,12.5,2022-08-12 12:00:00
329085,210,51,24,649,32.358,2022-08-12 13:00:00
329309,259,83,32,933,27.76,2022-08-12 14:00:00
493884,196,92,47,861,22.764,2022-08-12 15:00:00
316603,177,57,32,710,24.93,2022-08-12 16:00:00
132386,107,33,31,756,14.153,2022-08-12 17:00:00
223523,107,35,33,642,16.667,2022-08-12 18:00:00
163695,104,46,44,526,19.772,2022-08-12 19:00:00
67746,88,23,26,455,19.341,2022-08-12 20:00:00
364480,153,62,41,235,65.106,2022-08-13 10:00:00
338202,237,78,33,1174,20.187,2022-08-13 11:00:00
230072,165,58,35,1054,15.655,2022-08-13 12:00:00
340618,231,72,31,787,29.352,2022-08-13 13:00:00
324770,270,96,36,1415,19.081,2022-08-13 14:00:00
393583,247,82,33,1143,21.61,2022-08-13 15:00:00
265195,206,67,33,1068,19.288,2022-08-13 16:00:00
209935,217,66,30,933,23.258,2022-08-13 17:00:00
103514,130,35,27,734,17.711,2022-08-13 18:00:00
157207,133,43,32,555,23.964,2022-08-13 19:00:00
105219,85,18,21,404,21.04,2022-08-13 20:00:00
212534,150,48,32,104,144.231,2022-08-14 10:00:00
457599,223,93,42,1359,16.409,2022-08-14 11:00:00
223525,201,75,37,988,20.344,2022-08-14 12:00:00
337361,229,76,33,1311,17.468,2022-08-14 13:00:00
461314,285,95,33,2236,12.746,2022-08-14 14:00:00
408322,340,118,35,1261,26.963,2022-08-14 15:00:00
276938,279,84,30,1254,22.249,2022-08-14 16:00:00
200115,219,57,26,1333,16.429,2022-08-14 17:00:00
225423,154,52,34,1014,15.187,2022-08-14 18:00:00
114732,122,35,29,729,16.735,2022-08-14 19:00:00
88986,111,27,24,592,18.75,2022-08-14 20:00:00
269243,172,70,41,126,136.508,2022-08-15 10:00:00
424501,216,102,47,735,29.388,2022-08-15 11:00:00
228936,182,64,35,990,18.384,2022-08-15 12:00:00
276966,231,78,34,800,28.875,2022-08-15 13:00:00
324760,253,92,36,1072,23.601,2022-08-15 14:00:00
309899,254,83,33,1279,19.859,2022-08-15 15:00:00
242267,212,69,33,1155,18.355,2022-08-15 16:00:00
273172,133,53,40,1811,7.344,2022-08-15 17:00:00
163664,123,52,42,555,22.162,2022-08-15 18:00:00
94706,90,27,30,445,20.225,2022-08-15 19:00:00
22839,69,8,12,383,18.016,2022-08-15 20:00:00
165108,125,47,38,106,117.925,2022-08-16 10:00:00
243100,165,69,42,758,21.768,2022-08-16 11:00:00
270002,190,76,40,716,26.536,2022-08-16 12:00:00
